"Energy with dietary fibre, equated 
(kJ)","Protein 
(g)","Ash 
(g)","Total dietary fibre 
(g)","Alcohol 
(g)",Total sugars (g),"Starch 
(g)","Available carbohydrate, without sugar alcohols 
(g)","Calcium (Ca) 
(mg)","Iodine (I) 
(ug)","Iron (Fe) 
(mg)","Magnesium (Mg) 
(mg)","Phosphorus (P) 
(mg)","Potassium (K) 
(mg)","Selenium (Se) 
(ug)","Zinc (Zn) 
(mg)","Retinol (preformed vitamin A) 
(ug)","Beta-carotene 
(ug)","Thiamin (B1) 
(mg)","Niacin (B3) 
(mg)","Pyridoxine (B6) 
(mg)","Cobalamin (B12) 
(ug)","Folate, natural 
(ug)","Total folates 
(ug)","Vitamin C 
(mg)","Cholecalciferol (D3) 
(ug)","Ergocalciferol (D2) 
(ug)","25-hydroxy cholecalciferol (25-OH D3) 
(ug)","Vitamin D3 equivalents 
(ug)","Alpha tocopherol 
(mg)","Vitamin E 
(mg)","Total saturated fatty acids, equated 
(g)",C18:2w6 (g),C18:3w3 (g),C20:5w3 (mg),"Total trans fatty acids, imputed 
(mg)","Caffeine 
(mg)","Cholesterol 
(mg)"
430,3.6,0.8,0.0,0.0,9.6,4.3,13.9,115,23.7,0.06,11,97,155,1.3,0.36,45,19,0.02,0.3,0.02,0.2,4,4,0,0.1,0,0.0,0.1,0.1,0.1,2.51,0.07,0.02,0.34,109.16,0,11
533,5.1,1.0,1.4,0.0,15.7,2.0,17.7,120,13.0,0.53,16,120,230,1.2,0.48,5,15,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.1,0.06,2.34,0.07,0.02,0.0,122.38,2,10
483,4.4,0.9,0.6,0.0,12.5,0.4,12.9,150,26.0,0.0,13,140,190,1.1,0.44,61,74,0.03,0.0,0.05,0.2,60,60,0,0.0,0,0.0,0.0,0.2,0.2,3.32,0.09,0.03,0.0,129.65,0,20
306,5.1,1.1,0.1,0.0,4.9,0.1,5.0,175,24.0,0.0,16,150,230,2.4,0.57,45,29,0.02,0.0,0.03,0.5,25,25,0,0.0,0,0.0,0.0,0.0,0.0,2.17,0.06,0.02,0.0,60.48,0,15
386,4.2,1.0,0.1,0.0,11.1,0.0,11.1,110,16.7,0.18,14,110,220,1.5,0.51,26,65,0.09,0.0,0.03,0.4,7,7,0,0.0,0,0.0,0.0,0.0,0.0,2.03,0.06,0.03,2.98,59.57,0,8
405,4.9,1.0,0.1,0.0,11.6,0.0,11.6,159,19.6,0.12,15,125,213,1.2,0.48,28,12,0.06,0.3,0.03,0.4,7,7,0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.06,0.03,2.93,58.62,0,10
408,5.0,1.0,0.2,0.0,13.5,1.0,14.5,170,25.0,0.0,15,130,230,2.1,0.57,28,58,0.05,0.0,0.03,0.4,7,7,0,0.0,0,0.0,0.0,0.0,0.0,1.28,0.03,0.02,0.0,3.59,0,8
341,4.6,1.1,0.3,0.0,11.3,0.9,12.2,160,27.0,0.0,14,120,210,1.9,0.44,20,15,0.03,0.0,0.04,0.2,59,59,0,0.0,0,0.0,0.0,0.0,0.0,0.89,0.02,0.01,0.0,30.71,0,9
227,9.6,0.7,0.4,0.0,1.6,0.7,2.3,110,23.0,0.0,10,130,140,3.0,0.44,0,0,0.02,0.0,0.04,0.3,70,70,0,0.0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,7.09,0,5
368,5.9,1.0,0.2,0.0,12.7,1.2,13.9,168,17.0,0.1,17,146,242,2.1,0.7,0,0,0.03,0.6,0.03,0.4,7,7,0,0.0,0,0.0,0.0,0.0,0.0,0.34,0.01,0.01,0.24,0.94,0,6
65,0.5,0.2,0.5,0.0,0.0,0.0,0.0,7,1.1,0.0,6,14,19,0.0,0.08,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.5,0.5,0.12,0.32,0.0,0.0,21.41,0,0
65,0.5,0.2,0.5,0.0,0.0,0.0,0.0,66,1.1,0.0,8,16,19,0.0,0.06,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.5,0.5,0.12,0.32,0.0,0.0,21.41,0,0
115,0.5,0.3,0.6,0.0,2.2,0.8,3.0,3,1.1,0.0,5,11,31,0.0,0.05,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.5,0.5,0.12,0.39,0.0,0.0,21.41,0,0
115,0.5,0.3,0.6,0.0,2.2,0.8,3.0,68,1.1,0.0,4,40,16,0.0,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.5,0.5,0.12,0.39,0.0,0.0,21.41,0,0
115,0.5,0.3,0.6,0.0,2.2,0.8,3.0,120,1.1,0.0,8,74,19,0.0,0.07,0,0,0.04,0.0,0.0,0.4,0,0,0,0.0,0,0.0,0.0,0.5,0.5,0.12,0.39,0.0,0.0,21.41,0,0
106,0.2,0.2,0.0,0.0,1.0,1.4,2.4,1,1.3,0.0,4,10,30,0.0,0.03,0,0,0.0,0.0,0.0,0.0,19,19,0,0.0,0,0.0,0.0,0.0,0.0,1.48,0.03,0.0,0.0,0.0,0,0
106,0.2,0.2,0.0,0.0,1.0,1.4,2.4,90,1.3,0.0,4,50,25,0.0,0.03,0,0,0.0,0.0,0.0,0.0,19,19,0,0.0,0,0.0,0.0,0.0,0.0,1.48,0.03,0.0,0.0,0.0,0,0
224,1.3,0.4,0.3,0.0,3.1,7.1,10.2,18,1.2,0.0,6,26,47,0.0,0.08,0,0,0.07,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.16,0.22,0.01,0.0,0.0,0,0
224,1.3,0.4,0.3,0.0,3.1,7.1,10.2,110,1.2,0.0,6,83,47,0.0,0.08,0,0,0.07,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.16,0.22,0.01,0.0,0.0,0,0
255,0.3,0.4,0.0,0.0,3.7,9.0,12.7,70,5.1,0.2,10,18,22,0.0,0.07,0,0,0.02,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.3,0.3,0.16,0.3,0.01,0.0,21.51,0,0
246,3.7,0.6,0.6,0.0,2.6,0.8,4.6,13,1.3,0.47,21,69,191,0.7,0.15,7,0,0.02,0.0,0.03,0.0,14,14,0,0.0,0,0.0,0.0,1.1,1.12,0.43,1.45,0.04,0.0,22.36,0,0
246,3.7,0.6,0.6,0.0,2.6,0.8,4.6,115,1.3,0.47,21,69,191,0.7,0.15,7,0,0.02,0.0,0.03,0.0,14,14,0,0.0,0,0.0,0.0,1.1,1.12,0.43,1.45,0.04,0.0,22.36,0,0
257,4.4,0.6,0.6,0.0,2.6,0.8,4.6,115,1.3,0.47,21,69,191,0.7,0.15,80,0,0.04,0.0,0.0,0.9,14,14,0,0.0,0,0.0,0.0,1.1,1.12,0.43,1.45,0.04,0.0,22.36,0,0
187,3.0,0.9,0.6,0.0,1.7,2.8,5.7,115,1.3,0.46,13,71,189,0.7,0.14,80,0,0.04,0.0,0.03,0.9,14,14,0,0.0,0,0.0,0.0,1.1,1.12,0.14,0.48,0.01,0.0,7.45,0,0
755,7.5,2.1,5.5,0.0,4.9,16.4,21.3,49,11.0,1.8,48,120,340,5.2,0.85,0,550,0.25,1.5,0.06,0.0,76,76,0,0.0,0,0.0,0.0,1.2,1.43,0.81,1.93,0.22,0.0,22.42,0,0
932,9.2,2.6,6.8,0.0,6.0,20.2,26.3,51,8.8,1.78,44,126,294,5.4,0.89,0,543,0.17,1.11,0.04,0.0,38,38,0,0.0,0,0.0,0.0,1.2,1.41,1.0,2.39,0.28,0.0,27.68,0,0
478,13.8,1.3,5.6,0.0,0.0,2.5,2.5,200,2.6,0.4,42,210,120,1.1,5.8,0,0,0.04,0.0,0.06,0.0,88,88,0,0.0,0,0.0,0.0,0.0,0.0,0.85,1.91,0.35,0.0,7.87,0,0
655,18.8,1.8,7.7,0.0,0.0,3.4,3.4,274,3.4,0.55,58,288,164,1.5,7.94,0,0,0.049,0.0,0.08,0.0,97,97,0,0.0,0,0.0,0.0,0.0,0.0,1.17,2.62,0.48,0.0,10.78,0,0
944,19.4,2.2,4.4,0.0,0.8,2.4,3.2,74,9.7,4.0,45,190,320,11.0,1.4,0,19,0.06,0.0,0.07,0.0,52,52,0,0.0,0,0.0,0.0,1.7,1.94,5.56,2.7,0.37,0.0,167.23,0,0
1165,23.9,2.7,5.4,0.0,1.0,3.0,4.0,91,11.4,4.94,56,234,395,13.6,1.73,0,23,0.07,0.0,0.08,0.0,61,61,0,0.0,0,0.0,0.0,1.7,1.92,6.86,3.34,0.46,0.0,206.46,0,0
807,19.0,2.2,1.5,0.0,1.9,5.5,7.4,34,30.0,2.5,23,81,150,7.0,0.65,0,350,0.62,2.5,0.35,0.0,22,22,5,0.0,0,0.0,0.0,1.0,1.0,0.85,1.94,0.16,0.0,21.62,0,0
807,19.0,2.2,1.5,0.0,1.9,5.5,7.4,34,30.0,3.5,23,81,150,7.0,4.4,0,350,0.62,2.5,0.35,2.0,22,22,5,0.0,0,0.0,0.0,1.0,1.0,0.85,1.94,0.16,0.0,21.62,0,0
543,12.8,1.2,1.0,0.0,0.0,0.0,0.0,206,2.3,2.35,99,205,150,4.6,1.45,0,0,0.1,0.25,0.06,0.0,41,41,0,0.0,0,0.0,0.0,0.1,0.42,1.16,4.17,0.45,0.0,15.27,0,0
849,20.0,2.3,1.6,0.0,2.0,5.8,7.8,36,30.0,3.37,24,85,158,7.4,3.45,0,368,0.62,2.5,0.35,1.5,22,22,5,0.0,0,0.0,0.0,0.8,0.84,0.9,2.05,0.16,0.0,22.76,0,0
384,2.6,0.4,1.8,0.0,5.5,3.7,9.2,34,1.3,0.39,30,52,82,0.0,0.28,0,0,0.02,0.0,0.03,0.0,0,0,0,0.0,0,0.0,0.0,2.1,2.1,0.41,0.98,0.0,0.0,0.0,0,0
519,1.1,0.5,1.3,0.0,4.7,4.5,9.2,3,1.6,0.27,16,24,140,1.1,0.15,0,8,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,8.07,0.09,0.0,0.0,0.0,0,0
416,3.6,0.7,0.2,0.0,8.4,4.2,12.6,120,2.3,0.59,7,130,55,0.0,0.15,0,0,0.0,0.0,0.0,0.0,75,75,0,0.0,0,0.0,0.0,0.0,0.05,0.49,1.08,0.31,0.0,0.0,0,0
309,3.6,0.7,0.2,0.0,8.4,4.2,12.6,120,2.3,0.59,7,130,55,0.0,0.15,0,0,0.0,0.0,0.0,0.0,75,75,0,0.0,0,0.0,0.0,0.0,0.05,0.1,0.23,0.07,0.0,0.0,0,0
3036,1.1,1.7,0.0,0.0,0.6,0.0,0.6,17,8.8,0.0,2,16,23,1.3,0.06,832,153,0.0,1.1,0.0,0.0,6,6,0,1.2,0,0.0,1.2,2.0,1.96,56.3,1.11,0.5,0.0,1968.65,0,167
3036,1.1,0.7,0.0,0.0,0.6,0.0,0.6,17,8.8,0.0,2,16,23,1.3,0.06,832,153,0.0,1.1,0.0,0.0,6,6,0,1.2,0,0.0,1.2,2.0,1.96,56.3,1.11,0.5,0.0,1969.03,0,167
3701,0.3,1.7,0.0,0.0,0.0,0.0,0.0,4,8.8,0.0,0,3,5,1.3,0.01,860,480,0.001,0.0,0.0,0.0,0,0,0,1.2,0,0.0,1.2,2.0,1.96,65.69,1.23,0.46,18.88,5890.9,0,290
2915,0.5,1.7,0.0,0.0,0.6,0.4,1.0,17,3.8,0.0,2,18,27,0.0,0.04,1383,325,0.03,0.0,0.0,0.0,3,3,0,5.8,0,0.0,5.8,6.4,6.92,33.88,6.47,3.06,14.84,2374.24,0,150
2915,0.5,1.2,0.0,0.0,0.6,0.4,1.0,12,4.0,0.0,1,16,20,0.0,0.03,620,220,0.03,0.0,0.0,0.0,3,3,0,5.8,0,0.0,5.8,6.4,6.92,35.46,5.79,2.74,0.0,964.54,0,150
2552,0.0,1.8,0.0,0.0,0.0,0.0,0.0,7,3.0,0.0,1,8,24,0.0,0.02,650,390,0.0,0.0,0.0,0.0,4,4,0,6.5,1,0.0,7.43,33.5,34.68,14.79,27.32,1.95,0.0,148.33,0,0
2636,1.0,0.9,0.0,0.0,0.0,0.0,0.0,3,0.3,0.01,1,4,18,0.3,0.04,770,470,0.0,0.0,0.0,0.0,5,5,0,6.5,1,0.0,7.43,8.0,8.19,17.34,28.26,1.6,0.0,203.0,0,0
2820,0.7,0.9,0.0,0.0,0.0,0.0,0.0,3,4.0,0.01,1,4,18,0.3,0.04,770,470,0.0,0.0,0.0,0.0,5,5,0,6.5,1,0.0,7.43,3.1,3.06,16.62,12.62,6.1,0.0,507.92,0,0
2500,0.5,1.3,0.0,0.0,0.0,0.0,0.0,7,4.0,0.0,1,8,20,0.0,0.04,607,417,0.0,0.0,0.0,0.0,4,4,0,6.5,1,0.0,7.43,13.5,16.08,14.86,11.56,5.14,0.0,565.77,0,0
2565,1.0,0.9,0.0,0.0,0.0,0.0,0.0,3,2.4,0.01,1,4,18,0.3,0.04,770,470,0.0,0.0,0.0,0.0,5,5,0,5.8,0,0.0,5.8,3.1,3.32,15.83,11.18,4.73,0.0,566.16,0,0
1922,1.0,0.9,0.0,0.0,0.0,0.0,0.0,3,1.7,0.01,1,4,18,0.3,0.04,770,470,0.0,0.0,0.0,0.0,5,5,0,6.5,1,0.0,7.43,4.0,4.4,11.52,8.2,4.06,0.0,738.51,0,0
2342,0.5,1.4,0.0,0.0,0.0,0.0,0.0,3,4.2,0.01,1,4,64,0.3,0.04,770,470,0.0,0.0,0.0,0.0,5,5,0,6.5,1,0.0,7.43,3.1,3.32,13.72,9.32,4.16,0.0,522.24,0,0
2376,1.0,0.9,0.0,0.0,0.0,0.0,0.0,3,2.4,0.01,1,4,32,0.3,0.04,770,470,0.0,0.0,0.0,0.0,5,5,0,0.0,0,0.0,0.0,3.1,3.32,16.1,15.01,2.11,0.0,524.26,0,0
2425,0.3,1.5,0.0,0.0,0.0,0.0,0.0,7,4.4,0.0,1,8,20,0.0,0.04,770,417,0.0,0.0,0.0,0.0,4,4,0,6.5,1,0.0,7.5,13.5,16.08,21.22,11.06,5.67,0.0,8.75,0,0
3700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,26.6,26.6,6.02,24.28,0.0,0.0,1744.7,0,0
3700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.01,0,0,0,0.0,0.01,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,14.0,14.0,6.88,19.55,9.89,0.0,1338.4,0,0
3700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.01,0,0,0,0.0,0.01,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,14.0,19.2,14.15,46.13,5.98,0.0,2963.6,0,0
3700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0,0,0.0,0.04,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,17.6,26.22,7.3,19.14,9.1,0.0,28.68,0,0
3700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,35.3,35.3,25.9,51.5,0.2,0.0,1338.4,0,0
3700,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,1,0.0,0.0,0,0,0.0,0.26,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,92.41,0.28,0.0,0.0,28.23,0,0
3700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.01,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,2.3,2.3,11.38,63.76,0.29,0.0,2151.0,0,0
3699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,1,0,0.0,0.07,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.5,3.62,9.0,14.14,54.58,0.0,94.62,0,0
3700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,14.0,14.0,12.04,15.93,6.13,0.0,1338.4,0,0
3700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,14.0,14.0,13.58,1.24,0.0,0.0,2151.0,0,0
3695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1,0,0.0,0.01,0,11,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,17.0,21.7,15.52,8.59,0.53,0.0,0.0,0,0
3700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.01,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,15.9,15.94,49.3,9.1,0.2,0.0,1434.0,0,0
3700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,1,3,0,0.0,0.1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,12.9,13.8,17.36,27.13,0.25,0.0,2151.0,0,0
3700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.01,0,0,0,0.3,0.01,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,32.3,32.3,22.94,31.64,1.15,0.0,382.4,0,0
3700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,9.0,14.3,14.29,52.87,5.3,0.0,2151.0,0,0
3700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.01,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,56.0,56.1,10.16,56.38,0.19,0.0,2151.0,0,0
3700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.01,0,0,0,0.0,0.01,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,14.0,16.6,10.52,32.84,7.93,0.0,2151.0,0,0
3703,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1.0,0.01,0,23,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.8,0.85,52.1,1.8,0.69,0.0,4935.83,0,90
3702,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.4,0.0,0.0,0,0,0,0.0,0,0.0,0.0,7.0,7.0,49.02,8.12,0.48,0.0,1433.28,0,0
533,12.6,0.9,0.0,0.0,0.3,0.0,0.3,47,57.6,1.9,12,180,140,25.7,1.13,130,2,0.07,0.0,0.01,1.4,110,110,0,1.4,0,0.9,5.9,1.7,1.71,2.3,0.96,0.06,0.34,9.88,0,488
574,12.4,1.0,0.0,0.0,0.3,0.4,0.7,39,47.3,1.61,10,131,107,26.6,1.24,39,2,0.06,0.04,0.01,1.4,83,83,0,1.4,0,0.9,5.9,6.6,8.96,2.56,1.08,0.07,0.39,9.46,0,488
555,13.1,0.9,0.0,0.0,0.3,0.0,0.3,49,57.0,1.98,12,188,146,26.7,1.18,135,2,0.058,0.0,0.01,1.2,86,86,0,1.3,0,0.8,5.53,1.6,1.6,2.39,1.0,0.06,0.35,10.29,0,508
606,14.3,1.0,0.0,0.0,0.3,0.0,0.3,53,62.1,2.16,14,204,159,29.2,1.29,148,2,0.068,0.0,0.01,1.4,94,94,0,1.4,0,0.9,6.03,1.7,1.75,2.61,1.09,0.07,0.38,11.22,0,554
557,12.4,0.9,0.0,0.0,0.3,0.0,0.3,45,120.0,1.6,12,180,120,38.0,1.2,60,0,0.1,0.0,0.0,0.5,160,160,0,1.4,0,0.9,5.9,14.0,14.0,2.44,0.96,0.3,5.73,15.27,0,340
568,12.7,0.9,0.0,0.0,0.3,0.0,0.3,46,116.3,1.63,12,184,122,38.8,1.22,61,0,0.087,0.0,0.0,0.4,122,122,0,1.3,0,0.8,5.42,12.8,12.86,2.5,0.98,0.3,5.84,15.58,0,347
504,10.8,0.9,0.0,0.0,2.0,0.0,2.1,73,49.5,1.48,13,168,158,20.2,0.98,114,8,0.053,0.09,0.01,1.0,65,65,0,1.0,0,0.6,4.12,1.2,1.21,2.56,0.76,0.05,0.34,41.76,0,379
196,11.2,0.7,0.0,0.0,0.4,0.0,0.4,5,0.0,0.2,11,10,119,11.0,0.0,0,0,0.0,0.0,0.0,0.0,7,7,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
204,11.6,0.7,0.0,0.0,0.4,0.0,0.4,6,0.0,0.2,11,11,112,15.0,0.0,0,0,0.0,0.0,0.0,0.1,5,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1311,15.6,1.5,0.0,0.0,0.2,0.0,0.2,100,80.0,4.0,8,398,104,56.0,2.5,449,0,0.19,0.0,0.16,4.0,120,120,0,4.0,0,2.6,17.0,7.8,7.99,8.57,2.25,0.07,0.0,32.77,0,1050
1450,16.1,1.5,0.0,0.0,0.2,0.0,0.2,115,130.0,4.8,7,402,97,60.0,2.7,431,0,0.19,0.0,0.34,3.8,180,180,0,4.0,0,2.6,17.0,8.0,8.16,9.63,2.52,0.08,0.0,36.84,0,1250
244,0.3,0.2,3.2,0.0,11.5,0.0,11.5,6,0.0,0.22,5,8,88,0.0,0.1,0,0,0.02,0.0,0.03,0.0,59,59,2,0.0,0,0.0,0.0,0.3,0.26,0.0,0.0,0.0,0.0,0.0,0,0
1078,1.2,2.3,8.5,0.0,59.4,0.4,59.8,22,2.4,0.71,24,49,640,0.0,0.07,0,76,0.0,0.0,0.11,0.0,0,0,0,0.0,0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0,0
245,0.3,0.2,2.4,0.0,12.1,0.0,12.1,6,0.0,0.0,4,8,91,0.0,0.05,0,6,0.02,0.1,0.03,0.0,59,59,5,0.0,0,0.0,0.0,0.4,0.36,0.0,0.0,0.0,0.0,0.0,0,0
202,0.3,0.2,2.5,0.0,10.5,0.0,10.5,4,0.0,0.16,4,8,90,0.0,0.07,0,10,0.02,0.1,0.04,0.0,59,59,5,0.0,0,0.0,0.0,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0,0
202,0.3,0.2,2.3,0.0,10.3,0.2,10.5,5,0.0,0.16,4,9,108,0.0,0.07,0,0,0.03,0.1,0.06,0.0,59,59,5,0.0,0,0.0,0.0,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0,0
226,0.3,0.2,2.3,0.0,11.8,0.1,11.9,4,0.0,0.2,4,9,110,0.0,0.1,0,0,0.02,0.1,0.02,0.0,59,59,5,0.0,0,0.0,0.0,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0,0
242,0.2,0.4,3.0,0.0,12.2,0.2,12.3,4,0.0,0.0,5,10,120,0.0,0.02,0,27,0.0,0.0,0.03,0.0,59,59,9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
248,0.3,0.2,2.3,0.0,13.0,0.5,13.5,5,0.0,0.16,4,9,102,0.0,0.06,0,10,0.02,0.1,0.02,0.0,59,59,6,0.0,0,0.0,0.0,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0,0
222,0.4,0.3,2.1,0.0,11.1,1.0,12.1,5,0.0,0.05,6,9,110,0.5,0.03,0,19,0.025,0.25,0.02,0.0,59,59,2,0.0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0,0
240,0.2,0.3,2.7,0.0,12.0,0.3,12.4,5,0.0,0.03,5,9,113,0.1,0.03,0,21,0.009,0.06,0.03,0.0,59,59,7,0.0,0,0.0,0.0,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0,0
202,0.3,0.2,2.4,0.0,10.4,0.1,10.5,4,0.0,0.16,4,8,99,0.0,0.07,0,5,0.025,0.1,0.05,0.0,59,59,5,0.0,0,0.0,0.0,0.8,0.76,0.0,0.0,0.0,0.0,0.0,0,0
167,0.2,0.8,1.5,0.0,7.6,0.1,7.7,13,0.0,0.28,12,24,290,0.0,0.14,0,2300,0.02,0.0,0.04,0.0,8,8,3,0.0,0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0,0
886,4.3,3.1,8.4,0.0,40.5,1.0,41.5,67,2.2,3.1,57,120,1510,0.0,0.8,0,2370,0.0,2.5,0.1,0.0,0,0,1,0.0,0,0.0,0.0,0.4,0.45,0.0,0.0,0.0,0.0,0.0,0,0
192,0.8,0.4,1.8,0.0,8.2,0.0,8.2,12,0.4,0.46,10,17,189,0.0,0.26,0,478,0.026,0.6,0.03,0.0,19,19,5,0.0,0,0.0,0.0,0.4,0.36,0.0,0.0,0.0,0.0,0.0,0,0
196,1.0,0.4,3.1,0.0,7.8,0.0,7.8,15,0.8,0.5,10,20,140,0.1,0.3,0,810,0.03,0.6,0.05,0.0,2,2,5,0.0,0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0,0
187,0.5,0.5,0.0,0.0,8.7,0.0,8.7,7,0.0,0.4,9,12,260,0.0,0.2,0,0,0.02,0.6,0.0,0.0,44,44,5,0.0,0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0,0
394,1.4,1.0,2.2,0.0,12.8,6.8,19.6,5,0.4,0.29,31,21,346,0.2,0.16,0,23,0.02,0.35,0.2,0.0,33,33,4,0.0,0,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0,0
474,1.5,1.0,3.7,0.0,18.2,6.8,25.0,10,0.0,0.4,38,21,320,0.0,0.2,0,35,0.04,0.4,0.2,0.0,33,33,19,0.0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0,0
211,1.4,0.3,6.1,0.0,7.5,0.0,7.5,30,0.0,0.42,30,29,114,2.0,0.24,0,150,0.02,0.3,0.02,0.0,34,34,38,0.0,0,0.0,0.0,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0,0
194,0.5,0.2,3.5,0.0,9.2,0.4,9.6,11,0.0,0.35,6,11,83,0.0,0.07,0,0,0.03,0.0,0.0,0.0,0,0,2,0.0,0,0.0,0.0,0.5,0.55,0.0,0.0,0.0,0.0,0.0,0,0
199,0.5,0.2,3.6,0.0,9.4,0.4,9.9,11,0.0,0.36,6,11,77,0.0,0.08,0,0,0.029,0.0,0.0,0.0,0,0,2,0.0,0,0.0,0.0,0.5,0.54,0.0,0.0,0.0,0.0,0.0,0,0
250,0.8,0.5,1.5,0.0,10.9,0.0,10.9,22,0.1,0.28,8,21,230,0.7,0.1,0,56,0.032,0.5,0.05,0.0,4,4,19,0.0,0,0.0,0.0,0.4,0.42,0.0,0.0,0.0,0.0,0.0,0,0
299,0.7,0.2,0.9,0.0,15.8,0.2,16.0,8,1.3,1.42,7,11,125,0.0,0.05,0,32,0.0,0.0,0.05,0.0,2,2,0,0.0,0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0,0
310,0.9,0.3,1.7,0.0,15.7,0.3,16.0,10,1.4,1.6,8,13,130,0.0,0.1,0,59,0.0,0.0,0.05,0.0,4,4,0,0.0,0,0.0,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0,0
